curation,Variable ID,Variable name,Variable synonyms,Context of use,Growth stage,Variable status,Variable Xref,Institution,Scientist,Date,Language,Crop,Trait ID,Trait name,Trait class,Trait description,Trait synonyms,Main trait abbreviation,Alternative trait abbreviations,Entity,Attribute,Trait status,Trait Xref,Method ID,Method name,Method class,Method description,Formula,Method reference,Scale ID,Scale name,Scale class,Decimal places,Lower limit,Upper limit,Scale Xref,Category 1,Category 2,Category 3,Category 4,Category 5,Category 6,Category 7,Category 8,Category 9,Category 10,Category 11,Category 12,Category 13,Category 14
,CO_331:0000980,BlRtFru_Ms_g100gFW,BOILFRUCFW,Evaluation in Trials,Postharvest (PH),Recommended,W. Gruneberg,CIP,W. Gruneberg,,EN,Sweetpotato,CO_331:0001068,Storage root fructose content in fresh weight basis,Quality,Fructose content in fresh weight basis of the storage root,,RtFruFw,,Storage root,Fructose content in fresh weight basis,Recommended,CIP_QNlab,CO_331:0002092,Measurement Fructose- Near-infrared spectroscopy (NIRS) method  of the boiled storage root in fresh weight,Measurement,Measure the fructose content of the boiled storage root in fresh weight and record it,,W. Gruneberg,CO_331:00001127,g/100g,Numerical,2.0,0.0,,CIP_QNlab,,,,,,,,,,,,,,
,CO_331:0000981,RwRtGlu_Ms_g100gFW,GLUCFW,Evaluation in Trials,Postharvest (PH),Recommended,W. Gruneberg,"CIP, SASHA, NCSU",W. Gruneberg,,EN,Sweetpotato,CO_331:0001070,Storage root glucose content in fresh weight basis,Quality,Glucose content in fresh weight basis of the storage root,,RtGluFw,,Storage root,Glucose content in fresh weight basis,Recommended,CIP_QNlab,CO_331:0002099,Measurement Glucose- Near-infrared spectroscopy (NIRS) method of the raw storage root in fresh weight,Measurement,Measure the glucose content of the raw storage root in fresh weight basis and record it,,CIP_QNlab,CO_331:00001127,g/100g,Numerical,2.0,0.0,,CIP_QNlab,,,,,,,,,,,,,,
,CO_331:0000982,BlRtGlu_Ms_g100gFW,BOILGLUCFW,Evaluation in Trials,Postharvest (PH),Recommended,W. Gruneberg,CIP,W. Gruneberg,,EN,Sweetpotato,CO_331:0001070,Storage root glucose content in fresh weight basis,Quality,Glucose content in fresh weight basis of the storage root,,RtGluFw,,Storage root,Glucose content in fresh weight basis,Recommended,CIP_QNlab,CO_331:0002096,Measurement Glucose- Near-infrared spectroscopy (NIRS) method  of the boiled storage root in fresh weight,Measurement,Measure the glucose content of the boiled storage root in fresh weight and record it,,W. Gruneberg,CO_331:00001127,g/100g,Numerical,2.0,0.0,,CIP_QNlab,,,,,,,,,,,,,,
,CO_331:0000983,RwRtSuc_Ms_g100gFW,SUCFW,Evaluation in Trials,Postharvest (PH),Recommended,W. Gruneberg,"CIP, SASHA, NCSU",W. Gruneberg,,EN,Sweetpotato,CO_331:0001075,Storage root sucrose content in fresh weight basis,Quality,Sucrose content in fresh weight basis of the storage root,,RtSucFw,,Storage root,Sucrose content in fresh weight basis,Recommended,CIP_QNlab,CO_331:0002114,Measurement sucrose - Near-infrared spectroscopy (NIRS) method of the raw storage root in fresh weight,Measurement,Measure the sucrose content of the raw storage root in fresh weight basis and record it,,CIP_QNlab,CO_331:00001127,g/100g,Numerical,2.0,0.0,,CIP_QNlab,,,,,,,,,,,,,,
,CO_331:0000984,BlRtSuc_Ms_g100gFW,BOILSUCFW,Evaluation in Trials,Postharvest (PH),Recommended,W. Gruneberg,CIP,W. Gruneberg,,EN,Sweetpotato,CO_331:0001075,Storage root sucrose content in fresh weight basis,Quality,Sucrose content in fresh weight basis of the storage root,,RtSucFw,,Storage root,Sucrose content in fresh weight basis,Recommended,CIP_QNlab,CO_331:0002111,Measurement sucrose - Near-infrared spectroscopy (NIRS) method  of the boiled storage root in fresh weight,Measurement,Measure the sucrose content of the boiled storage root in fresh weight and record it,,W. Gruneberg,CO_331:00001127,g/100g,Numerical,2.0,0.0,,CIP_QNlab,,,,,,,,,,,,,,
,CO_331:0000985,RwRtMal_Ms_g100gFW,MALTFW,Evaluation in Trials,Postharvest (PH),Recommended,W. Gruneberg,CIP,W. Gruneberg,,EN,Sweetpotato,CO_331:0001072,Storage root maltose content in fresh weight basis,Quality,Maltose content in fresh weight basis of the storage root,,RtMalFw,,Storage root,Maltose content in fresh weight basis,Recommended,CIP_QNlab,CO_331:0002107,Measurement maltose - Near-infrared spectroscopy (NIRS) method of the raw storage root in fresh weight,Measurement,Measure the maltose content of the raw storage root in fresh weight and record it,,W. Gruneberg,CO_331:00001127,g/100g,Numerical,2.0,0.0,,CIP_QNlab,,,,,,,,,,,,,,
,CO_331:0000986,BlRtMal_Ms_g100gFW,BOILMALTFW,Evaluation in Trials,Postharvest (PH),Recommended,W. Gruneberg,CIP,W. Gruneberg,,EN,Sweetpotato,CO_331:0001072,Storage root maltose content in fresh weight basis,Quality,Maltose content in fresh weight basis of the storage root,,RtMalFw,,Storage root,Maltose content in fresh weight basis,Recommended,CIP_QNlab,CO_331:0002104,Measurement maltose - Near-infrared spectroscopy (NIRS) method  of the boiled storage root in fresh weight,Measurement,Measure the maltose content of the boiled storage root in fresh weight and record it,,W. Gruneberg,CO_331:00001127,g/100g,Numerical,2.0,0.0,,CIP_QNlab,,,,,,,,,,,,,,
,CO_331:0000987,RwRtTSg_Ms_g100gFW,TOTSUGFW,Evaluation in Trials,Postharvest (PH),Recommended,CIP_QNlab,"CIP, FAO, IPGRI",T.ZumFelde,,EN,Sweetpotato,CO_331:0001077,Storage root total sugar content in fresh weight basis,Quality,The total sugar content in fresh weight basis of the storage root,,RtTSgFw,,Storage root,Total sugar content in fresh weight basis,Recommended,Huaman1991:Def_6.2.5,CO_331:0002141,Measurement total sugar - Near-infrared spectroscopy (NIRS) method of the raw storage root in fresh weight,Measurement,Measure the total sugar content of the raw storage root in fresh weight basis and record it,,CIP_QNlab,CO_331:00001127,g/100g,Numerical,2.0,0.0,,CIP_QNlab,,,,,,,,,,,,,,
,CO_331:0000988,BlRtTSg_Ms_g100gFW,BOILTOTSUGFW,Evaluation in Trials,Postharvest (PH),Recommended,CIP_QNlab,"CIP, FAO, IPGRI",T.ZumFelde,,EN,Sweetpotato,CO_331:0001077,Storage root total sugar content in fresh weight basis,Quality,The total sugar content in fresh weight basis of the storage root,,RtTSgFw,,Storage root,Total sugar content in fresh weight basis,Recommended,Huaman1991:Def_6.2.5,CO_331:0002138,Measurement total sugar - Near-infrared spectroscopy (NIRS) method  of the boiled storage root in fresh weight,Measurement,Measure the total sugar content of the boiled storage root in fresh weight basis and record it,,CIP_QNlab,CO_331:00001127,g/100g,Numerical,2.0,0.0,,CIP_QNlab,,,,,,,,,,,,,,
,CO_331:0000989,RtYPPp_Cp_kgplant,YPSP,Evaluation in Trials,Harvest (H),Recommended,CIP,CIP,CIP,,EN,Sweetpotato,CO_331:0000309,Storage roots yield,Agronomic,The yield of storage roots,,RtYPP,,Storage root,Yield,Recommended,"Gruneberg et al., 2019:Def_3.2.13",CO_331:0002004,Computation - Yield of storage roots per plant planted method,Computation,Compute the yield of total storage roots per plant planted within net plot using the formula,Total storage root weight / Number of plants planted,CIP,CO_331:0000321,kg/plant,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0000990,VnWh_Cp_kgplant,VPP,Evaluation in Trials,Postharvest (HP),Recommended,CIP,CIP,CIP,,EN,Sweetpotato,CO_331:0000224,Vine weight,Agronomic,The weight of the vines,,VnW,,Vine,Weight,Recommended,"Gruneberg et al., 2019:Def_16, CIP",CO_331:0002022,Measurement - Weight of vines per plant harvested method,Computation,Compute the weight of vines per plant harvested within net plot using the formula,Total vine weight / Number of plants harvested,CIP,CO_331:0000321,kg/plant,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0000991,VnWp_Cp_kgplant,VPSP,Evaluation in Trials,Postharvest (HP),Recommended,CIP,CIP,CIP,,EN,Sweetpotato,CO_331:0000224,Vine weight,Agronomic,The weight of the vines,,VnW,,Vine,Weight,Recommended,"Gruneberg et al., 2019:Def_16, CIP",CO_331:0002023,Measurement - Weight of vines per plant planted method,Computation,Compute the weight of vines per plant planted within the net plot using the formula,Total vine weight / Number of plants planted,CIP,CO_331:0000321,kg/plant,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0000992,RtTN_Cp_rtplot,TNR,Evaluation in Trials,Harvest (H),Recommended,CIP,CIP,CIP,,EN,Sweetpotato,CO_331:0001079,Total number of storage roots,Other/Crop research,The total number of storage roots,,RtTN,,Storage root,Number,Recommended,CIP,CO_331:0001094,Computation - Number of storage roots method,Computation,Compute the number of storage roots per net plot and record it,Number of commercial storage roots + Number of non-commercial roots,CIP,CO_331:0000887,storage root/plot,Numerical,0.0,0.0,200.0,"Gruneberg et al., 2019",,,,,,,,,,,,,,
,CO_331:0000993,RtNCmp_Cp_rtplant,NCRPSP,Evaluation in Trials,Harvest (H),Recommended,CIP,CIP,CIP,,EN,Sweetpotato,CO_331:0000212,Number of commercial storage roots,Other/Crop research,Evaluation of the number of all storage roots that weigh more or equal than 100 g,,RtCmN,,Commercial storage root,Number,Recommended,CIP,CO_331:0002005,Computing - Number of commercial storage roots per plant planted method,Computation,Compute the number of commercial storage roots per plant planted using the formula,Number of commercial storage roots / Number of plants planted,CIP,CO_331:0000891,storage root/plant,Numerical,0.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0000994,RtNump_Ct_rtplant,NRPSP,Evaluation in Trials,Harvest (H),Recommended,CIP,CIP,CIP,,EN,Sweetpotato,CO_331:0000079,Number of storage roots,Other/Crop research,The number of storage roots,,RtNum,,Storage root,Number,Recommended,"Gruneberg et al., 2019:Def_3.2.10",CO_331:0001095,Computation - Number of storage roots per plant planted method,Computation,Compute the number of storage roots per plant planted within net plot using the formula,Total number of storage roots / Number of plants planted,CIP,CO_331:0000891,storage root/plant,Numerical,0.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0000995,RtTDWt_Cp_kgplot,TRWD,Evaluation in Trials,Harvest (H),Recommended,CIP,CIP,CIP,,EN,Sweetpotato,CO_331:0001080,Total storage root dry weight,Agronomic,The total dry weight of the storage roots,,RtTDWt,,Storage root,Dry weight,Recommended,CIP,CO_331:0001099,Computation - Total storage root dry weight per net plot method,Computation,Compute the total dry weight of storage roots per net plot using the formula,Total storage root weight * Storage root dry matter / 100,CIP,CO_331:0000893,kg/plot,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0000996,VnDW_Ms_kgplot,VWD,Evaluation in Trials,Harvest (H),Recommended,CIP,CIP,CIP,,EN,Sweetpotato,CO_331:0001087,Vine dry weight,Agronomic,The dry weight of the vines,,VnDW,,Vine,Dry weight,Recommended,CIP,CO_331:0002008,Measurement - Dry weight of vines method,Measurement,Measure the dry weight of vines after harvest per net plot in kg and record it,Vine weight * Vine dry matter / 100,CIP,CO_331:0000893,kg/plot,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0000997,BioYldD_Cp_kgplot,BIOMD,Evaluation in Trials,Postharvest (HP),Recommended,CIP,CIP,CIP,,EN,Sweetpotato,CO_331:0001058,Biomass yield in dry weight basis,Agronomic,The yield of the biomass in dry weight basis,,BioYldD,,Biomass,Yield in dry weight basis,Recommended,CIP,CO_331:0001091,Computation - Biomass yield in dry weight basis method in kg,Computation,Computation of the biomass yield in dry weight basis within net plot using the formula,Total storage root dry weight + Total vine dry weight,CIP,CO_331:0000893,kg/plot,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0000998,RtCYldA_Cp_tha,CYTHAAJ,Evaluation in Trials,Harvest (H),Recommended,CIP,CIP,CIP,,EN,Sweetpotato,CO_331:0001059,Commercial storage root yield adjusted,Agronomic,The adjusted yield of the commercial storage roots,,RtCYldA,,Commercial storage root,Yield adjusted,Recommended,CIP,CO_331:0001092,Computation - Commercial storage root yield adjusted method,Computation,Compute the adjusted yield of the commercial storage roots per net plot using the formula,Commercial storage root yield * (Number of plants planted / Number of plants harvested),CIP,CO_331:0000897,t/ha,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0000999,RtYldA_Cp_tha,RYTHAAJ,Evaluation in Trials,Harvest (H),Recommended,CIP,CIP,CIP,,EN,Sweetpotato,CO_331:0001081,Total storage roots yield adjusted,Agronomic,The adjusted yield of the total storage roots,,RtYldA,,Storage root,Yield adjusted,Recommended,CIP,CO_331:0002000,Computation - Total storage roots yield adjusted method,Computation,Compute the adjusted yield of the total storage roots per net plot using the formula,Total storage root yield * (Number of plants planted / Number of plants harvested),CIP,CO_331:0000897,t/ha,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0001000,RtDMCY_Cp_tha,DMRY,Evaluation in Trials,Postharvest (HP),Recommended,CIP,CIP,CIP,,EN,Sweetpotato,CO_331:0001065,Storage root dry matter content yield,Agronomic,The dry matter content of the storage root yield,,RtDMCY,,Storage root,Dry matter content yield,Recommended,CIP,CO_331:0001097,Computation - Storage root dry matter content yield,Computation,Compute the storage root dry matter yield content within net plot using the formula,Total storage root dry weight * 10 / NET plot area in m2,CIP,CO_331:0000897,t/ha,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0001001,RtDMCYA_Cp_tha,DMRYAJ,Evaluation in Trials,Postharvest (HP),Recommended,CIP,CIP,CIP,,EN,Sweetpotato,CO_331:0001066,Storage root dry matter content yield adjusted,Agronomic,The dry matter content of the storage root yield adjusted,,RtDMCYA,,Storage root,Dry matter content yield adjusted,Recommended,CIP,CO_331:0001098,Computation - Storage root dry matter content yield adjusted,Computation,Compute the storage root dry matter content yield adjusted within net plot using the formula,Storage root dry matter content yield * Number of plants planted / Number of plants harvested,CIP,CO_331:0000897,t/ha,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0001002,VnFolYldA_Cp_tha,FYTHAAJ,Evaluation in Trials,Postharvest (HP),Recommended,CIP,CIP,CIP,,EN,Sweetpotato,CO_331:0001078,Total foliage yield adjusted,Agronomic,The adjusted yield of the total vine or foliage,,VnFolYldA,,Vine,Yield adjusted,Recommended,CIP,CO_331:0001093,Computation - Foliage yield method,Computation,Compute the adjusted yield of vines per net plot using the formula,Total foliage yield * (Number of plants planted / Number of plants harvested),CIP,CO_331:0000897,t/ha,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0001003,BioYld_Cp_tha,BYTHA,Evaluation in Trials,Postharvest (HP),Recommended,CIP,CIP,CIP,,EN,Sweetpotato,CO_331:0000311,Biomass yield,Agronomic,The yield of the biomass,,BioYld,,Biomass,Yield,Recommended,"Gruneberg et al., 2019:Def_3.2.5, CIP",CO_331:0002082,Computation - Biomass yield method in th,Computation,Computation of the biomass yield within net plot using the formula based in tha,Total storage root yield + Total foliage yield,CIP,CO_331:0000897,t/ha,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0001004,BioYldA_Cp_tha,BYTHAAJ,Evaluation in Trials,Postharvest (HP),Recommended,CIP,CIP,CIP,,EN,Sweetpotato,CO_331:0001056,Biomass yield adjusted,Agronomic,The adjusted yield of the biomass,,BioYldA,,Biomass,Yield adjusted,Recommended,CIP,CO_331:0001090,Computation - Biomass yield adjusted method,Computation,Computation of the biomass yield adjusted within net plot using the formula,Total storage root yield adjusted + Total foliage yield adjusted,CIP,CO_331:0000897,t/ha,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0001005,VnDMCY_Cp_tha,DMVY,Evaluation in Trials,Postharvest (HP),Recommended,CIP,CIP,CIP,,EN,Sweetpotato,CO_331:0001085,Vine dry matter content yield,Agronomic,The dry matter content of the vine yield,,VnDMCY,,Vine,Dry matter content yield,Recommended,CIP,CO_331:0002002,Computation - Vine dry matter content yield,Computation,Compute the vine dry matter yield content within net plot using the formula,Vine dry weight * 10 / NET plot area in m2,CIP,CO_331:0000897,t/ha,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0001006,VnDMCYA_Cp_tha,DMVYAJ,Evaluation in Trials,Postharvest (HP),Recommended,CIP,CIP,CIP,,EN,Sweetpotato,CO_331:0001086,Vine dry matter content yield adjusted,Agronomic,The dry matter content of the vine yield adjusted,,VnDMCYA,,Vine,Dry matter content yield adjusted,Recommended,CIP,CO_331:0002003,Computation - Vine dry matter content yield adjusted,Computation,Compute the vine dry matter content yield adjusted within net plot using the formula,Vine dry matter content yield * Number of plants planted / Number of plants harvested,CIP,CO_331:0000897,t/ha,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0001007,BioYldD_Cp_tha,DMBY,Evaluation in Trials,Postharvest (HP),Recommended,CIP,CIP,CIP,,EN,Sweetpotato,CO_331:0001058,Biomass yield in dry weight basis,Agronomic,The yield of the biomass in dry weight basis,,BioYldD,,Biomass,Yield in dry weight basis,Recommended,CIP,CO_331:0002081,Computation - Biomass yield in dry weight basis method in tha,Computation,Computation of the biomass yield in dry weight basis within net plot using the formula,(Total storage root yield * Storage root dry matter / 100) + (Total foliage yield * Vine dry matter / 100),CIP,CO_331:0000897,t/ha,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0001008,BioYldAD_Cp_tha,DMBYAJ,Evaluation in Trials,Postharvest (HP),Recommended,CIP,CIP,CIP,,EN,Sweetpotato,CO_331:0001057,Biomass yield adjusted in dry weight basis,Agronomic,The adjusted yield of the biomass in dry weight basis,,BioYldAD,,Biomass,Yield adjusted in dry weight basis,Recommended,CIP,CO_331:0001089,Computation - Biomass yield adjusted in dry weight basis method,Computation,Computation of the biomass yield adjusted in dry weight basis within net plot using the formula,Biomass yield in dry weight basis * (Number of plants planted / Number of plants harvested),CIP,CO_331:0000897,t/ha,Numerical,2.0,0.0,,CIP,,,,,,,,,,,,,,
,CO_331:0001009,BlRtPrt_Ms_%DW,BOILPRODW,Evaluation in Trials,Postharvest (PH),Recommended,CIP_QNlab,CIP,T.ZumFelde,,EN,Sweetpotato,CO_331:0000100,Storage root protein content in dry weight basis,Quality,Protein content in dry weight basis of the storage root,,RtPrtDw,,Storage root,Protein content in dry weight basis,Recommended,CloneSelector2015:Def_04,CO_331:0002044,Measurement protein- Near-infrared spectroscopy (NIRS) method of the raw storage root in dry weight,Measurement,Measure the protein content of the raw storage root in dry weight basis and record it,,W. Gruneberg,CO_331:0000900,%,Numerical,2.0,0.0,100.0,CIP,,,,,,,,,,,,,,
,CO_331:0001010,RwRtPrt_Ms_%FW,PROFW,Evaluation in Trials,Postharvest (PH),Recommended,CIP_QNlab,"CIP, SASHA, NCSU",T.ZumFelde,,EN,Sweetpotato,CO_331:0002078,Storage root protein content in fresh weight basis,Quality,Protein content in fresh weight basis of the storage root,,RtPrtFw,,Storage root,Protein content in fresh weight basis,Recommended,CIP_QNlab,CO_331:0002109,Measurement protein- Near-infrared spectroscopy (NIRS) method  of the boiled storage root in fresh weight,Measurement,Measure the protein content of the boiled storage root in fresh weight and record it,,CIP_QNlab,CO_331:0000900,%,Numerical,2.0,0.0,100.0,CIP,,,,,,,,,,,,,,
,CO_331:0001011,BlRtPrt_Ms_%FW,BOILPROFW,Evaluation in Trials,Postharvest (PH),Recommended,CIP_QNlab,CIP,T.ZumFelde,,EN,Sweetpotato,CO_331:0002078,Storage root protein content in fresh weight basis,Quality,Protein content in fresh weight basis of the storage root,,RtPrtFw,,Storage root,Protein content in fresh weight basis,Recommended,CIP_QNlab,CO_331:0002110,Measurement protein- Near-infrared spectroscopy (NIRS) method of the raw storage root in fresh weight,Measurement,Measure the protein content of the raw storage root in fresh weight basis and record it,,W. Gruneberg,CO_331:0000900,%,Numerical,2.0,0.0,100.0,CIP,,,,,,,,,,,,,,
,CO_331:0001012,RwRtSta_Ms_%FW,STARFW,Evaluation in Trials,Postharvest (PH),Recommended,CIP_QNlab,"CIP, SASHA, NCSU",T.ZumFelde,,EN,Sweetpotato,CO_331:0002055,Storage root starch content in fresh weight basis,Quality,Starch content in fresh weight basis of the storage root,,RtStaFw,,Storage root,Starch content in fresh weight basis,Recommended,CIP_QNlab,CO_331:0002130,Measurement the starch content- Near-infrared spectroscopy (NIRS) method of the raw storage root in fresh weight,Measurement,Measure the starch content of the raw storage root in fresh weight basis and record it,,CIP_QNlab,CO_331:0000900,%,Numerical,2.0,0.0,100.0,CIP,,,,,,,,,,,,,,
